Date,Category,Item Name,Value,Is Liability
2025-02-28,Investments,Roth IRA,12000.00,FALSE
2025-02-28,Investments,Brokerage Account,25400.00,FALSE
2025-02-28,Investments,Crypto Wallet,7800.00,FALSE
2025-02-28,Real Estate,Home Equity Estimator,93000.00,FALSE
2025-02-28,Liabilities,Car Loan,13300.00,TRUE
2025-02-28,Liabilities,Student Loan,21400.00,TRUE
2025-03-31,Liquid Assets,Checking Account,7600.00,FALSE
2025-03-31,Liquid Assets,Savings Account,29500.00,FALSE
2025-03-31,Investments,401(k),73800.00,FALSE
2025-03-31,Investments,Roth IRA,12500.00,FALSE
2025-03-31,Investments,Brokerage Account,26200.00,FALSE
2025-03-31,Investments,Crypto Wallet,7100.00,FALSE
2025-03-31,Real Estate,Home Equity Estimator,94000.00,FALSE
2025-03-31,Liabilities,Car Loan,12900.00,TRUE
2025-03-31,Liabilities,Student Loan,21200.00,TRUE
2025-04-30,Liquid Assets,Checking Account,7800.00,FALSE
2025-04-30,Liquid Assets,Savings Account,31000.00,FALSE
2025-04-30,Investments,401(k),76500.00,FALSE
2025-04-30,Investments,Roth IRA,13000.00,FALSE
2025-04-30,Investments,Brokerage Account,27500.00,FALSE
2025-04-30,Investments,Crypto Wallet,7900.00,FALSE
2025-04-30,Real Estate,Home Equity Estimator,95000.00,FALSE
2025-04-30,Liabilities,Car Loan,12500.00,TRUE
2025-04-30,Liabilities,Student Loan,21000.00,TRUE
2025-05-31,Liquid Assets,Checking Account,8100.00,FALSE
2025-05-31,Liquid Assets,Savings Account,32500.00,FALSE
2025-05-31,Investments,401(k),79200.00,FALSE
2025-05-31,Investments,Roth IRA,13600.00,FALSE
2025-05-31,Investments,Brokerage Account,28400.00,FALSE
2025-05-31,Investments,Crypto Wallet,8500.00,FALSE
2025-05-31,Real Estate,Home Equity Estimator,96000.00,FALSE
2025-05-31,Liabilities,Car Loan,12100.00,TRUE
2025-05-31,Liabilities,Student Loan,20800.00,TRUE
2025-06-30,Liquid Assets,Checking Account,8400.00,FALSE
2025-06-30,Liquid Assets,Savings Account,34000.00,FALSE
2025-06-30,Investments,401(k),82500.00,FALSE
2025-06-30,Investments,Roth IRA,14200.00,FALSE
2025-06-30,Investments,Brokerage Account,29800.00,FALSE
2025-06-30,Investments,Crypto Wallet,9200.00,FALSE
2025-06-30,Real Estate,Home Equity Estimator,97500.00,FALSE
2025-06-30,Liabilities,Car Loan,11700.00,TRUE
2025-06-30,Liabilities,Student Loan,20600.00,TRUE
2025-07-31,Liquid Assets,Checking Account,8700.00,FALSE
2025-07-31,Liquid Assets,Savings Account,36000.00,FALSE
2025-07-31,Investments,401(k),85800.00,FALSE
2025-07-31,Investments,Roth IRA,14900.00,FALSE
2025-07-31,Investments,Brokerage Account,31200.00,FALSE
2025-07-31,Investments,Crypto Wallet,9800.00,FALSE
2025-07-31,Real Estate,Home Equity Estimator,99000.00,FALSE
2025-07-31,Liabilities,Car Loan,11300.00,TRUE
2025-07-31,Liabilities,Student Loan,20400.00,TRUE
2025-08-31,Liquid Assets,Checking Account,9000.00,FALSE
2025-08-31,Liquid Assets,Savings Account,38500.00,FALSE
2025-08-31,Investments,401(k),89200.00,FALSE
2025-08-31,Investments,Roth IRA,15600.00,FALSE
2025-08-31,Investments,Brokerage Account,32800.00,FALSE
2025-08-31,Investments,Crypto Wallet,10500.00,FALSE
2025-08-31,Real Estate,Home Equity Estimator,101000.00,FALSE
2025-08-31,Liabilities,Car Loan,10900.00,TRUE
2025-08-31,Liabilities,Student Loan,20200.00,TRUE
2025-09-30,Liquid Assets,Checking Account,9300.00,FALSE
2025-09-30,Liquid Assets,Savings Account,41000.00,FALSE
2025-09-30,Investments,401(k),92800.00,FALSE
2025-09-30,Investments,Roth IRA,16400.00,FALSE
2025-09-30,Investments,Brokerage Account,34200.00,FALSE
2025-09-30,Investments,Crypto Wallet,9900.00,FALSE
2025-09-30,Real Estate,Home Equity Estimator,103000.00,FALSE
2025-09-30,Liabilities,Car Loan,10500.00,TRUE
2025-09-30,Liabilities,Student Loan,20000.00,TRUE
2025-10-31,Liquid Assets,Checking Account,9500.00,FALSE
2025-10-31,Liquid Assets,Savings Account,43500.00,FALSE
2025-10-31,Investments,401(k),96500.00,FALSE
2025-10-31,Investments,Roth IRA,17200.00,FALSE
2025-10-31,Investments,Brokerage Account,35900.00,FALSE
2025-10-31,Investments,Crypto Wallet,10800.00,FALSE
2025-10-31,Real Estate,Home Equity Estimator,105000.00,FALSE
2025-10-31,Liabilities,Car Loan,10100.00,TRUE
2025-10-31,Liabilities,Student Loan,19800.00,TRUE
2025-11-30,Liquid Assets,Checking Account,9800.00,FALSE
2025-11-30,Liquid Assets,Savings Account,46000.00,FALSE
2025-11-30,Investments,401(k),100500.00,FALSE
2025-11-30,Investments,Roth IRA,18100.00,FALSE
2025-11-30,Investments,Brokerage Account,37800.00,FALSE
2025-11-30,Investments,Crypto Wallet,11500.00,FALSE
2025-11-30,Real Estate,Home Equity Estimator,107000.00,FALSE
2025-11-30,Liabilities,Car Loan,9700.00,TRUE
2025-11-30,Liabilities,Student Loan,19600.00,TRUE
2025-12-31,Liquid Assets,Checking Account,10500.00,FALSE
2025-12-31,Liquid Assets,Savings Account,50000.00,FALSE
2025-12-31,Investments,401(k),105000.00,FALSE
2025-12-31,Investments,Roth IRA,19000.00,FALSE
2025-12-31,Investments,Brokerage Account,40000.00,FALSE
2025-12-31,Investments,Crypto Wallet,12500.00,FALSE
2025-12-31,Real Estate,Home Equity Estimator,110000.00,FALSE
2025-12-31,Liabilities,Car Loan,9300.00,TRUE
2025-12-31,Liabilities,Student Loan,19400.00,TRUE
2026-01-02,Liquid Assets,Checking Account,10800.00,FALSE
2026-01-02,Liquid Assets,Savings Account,52000.00,FALSE
2026-01-02,Investments,401(k),108500.00,FALSE
2026-01-02,Investments,Roth IRA,19500.00,FALSE
2026-01-02,Investments,Brokerage Account,42000.00,FALSE
2026-01-02,Investments,Crypto Wallet,13200.00,FALSE
2026-01-02,Real Estate,Home Equity Estimator,115000.00,FALSE
2026-01-02,Liabilities,Car Loan,8900.00,TRUE
2026-01-02,Liabilities,Student Loan,19200.00,TRUE
